,phrase,label,sentiment,subjectivity,language,count,gnd,geonames,geotype,latitude,longitude,continent,country,ipcc
southwest monsoon,southwest monsoon,LOC,0.15000000,0.50000000,en,1.00000000,,-1,,,,,,
The Southwest Monsoon,The Southwest Monsoon,LOC,0.43750000,0.68750000,en,1.00000000,,-1,,,,,,
Calabasas,Calabasas,GPE,0.18750000,0.75000000,en,1.00000000,,-1,,,,,,
New Mexico,New Mexico,GPE,0.09971591,0.28863636,en,1.00000000,4042006-1,5481136,X,34.50034000,-106.49999900,NORTH-AMERICA,United States,WNA
Waymos,Waymos,GPE,-0.06000000,0.53333333,en,1.00000000,,-1,,,,,,
Mideast,Mideast,LOC,-0.06000000,0.53333333,en,1.00000000,,-1,,,,,,
Trumpishness,Trumpishness,GPE,-0.06000000,0.53333333,en,1.00000000,,-1,,,,,,
North West,North West,LOC,0.09166667,0.72500000,en,1.00000000,,-1,,,,,,
Nort...,Nort...,GPE,0.15000000,0.43333333,en,1.00000000,,-1,,,,,,
Gaza City,Gaza City,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Central Park,Central Park,LOC,0.04318182,0.38977273,en,1.00000000,,-1,,,,,,
Persian Gulf,Persian Gulf,LOC,-0.02250000,0.32250000,en,1.00000000,,-1,,,,,,
P4-ATPase,P4-ATPase,GPE,-0.07000000,0.47000000,en,1.00000000,,-1,,,,,,
Ocean Temperatures Hit Record High,Ocean Temperatures Hit Record High,LOC,0.16000000,0.54000000,en,1.00000000,,-1,,,,,,
North Asia,North Asia,LOC,-0.02250000,0.32250000,en,1.00000000,,-1,,,,,,
Albertas,Albertas,GPE,0.32500000,1.00000000,en,1.00000000,,-1,,,,,,
Anglian Water,Anglian Water,LOC,0.25000000,0.25000000,en,1.00000000,,-1,,,,,,
New York State’s,New York State’s,GPE,0.06818182,0.35227273,en,1.00000000,,-1,,,,,,
New York State,New York State,GPE,0.06818182,0.60227273,en,1.00000000,,-1,,,,,,
Ways Europe’s,Ways Europe’s,LOC,0.00000000,0.75000000,en,1.00000000,,-1,,,,,,
Trabzon,Trabzon,GPE,0.00000000,0.00000000,en,1.00000000,4106551-7,738648,X,41.50000000,39.72694400,EUROPE-AFRICA,,MED
BARCELONA,BARCELONA,GPE,0.00000000,0.14285714,en,1.00000000,,-1,,,,,,
Southeastern Louisiana,Southeastern Louisiana,LOC,0.13000000,0.42000000,en,1.00000000,,-1,,,,,,
FRANCE,FRANCE,GPE,0.16000000,0.54000000,en,1.00000000,,-1,,,,,,
New England,New England,LOC,0.13636364,0.45454545,en,1.00000000,,-1,,,,,,
Sa… City,Sa… City,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Bed Stuy,Bed Stuy,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Africas Sahel,Africas Sahel,GPE,0.00000000,0.10000000,en,1.00000000,,-1,,,,,,
Vermonts,Vermonts,GPE,-0.20000000,0.30000000,en,1.00000000,,-1,,,,,,
Rhine Rivers,Rhine Rivers,LOC,0.30000000,0.60000000,en,1.00000000,,-1,,,,,,
Rhine River,Rhine River,LOC,0.30000000,0.60000000,en,1.00000000,,-1,,,,,,
Ponteves,Ponteves,GPE,0.00000000,0.10000000,en,1.00000000,,-1,,,,,,
Lacanau,Lacanau,GPE,0.00000000,0.00000000,en,1.00000000,4569976-8,3010626,X,44.97778900,-1.07620000,EUROPE-AFRICA,France,MED
Moutchic,Moutchic,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Siberia,Siberia,LOC,0.00000000,0.10000000,en,1.00000000,,-1,,,,,,
Cutts,Cutts,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
BASEL,BASEL,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
SEVILLE,SEVILLE,GPE,0.05000000,0.17500000,en,1.00000000,,-1,,,,,,
SACRAMENTO,SACRAMENTO,GPE,0.05000000,0.82500000,en,1.00000000,,-1,,,,,,
Gironde,Gironde,GPE,-0.01180556,0.39166667,en,1.00000000,,-1,,,,,,
Jersey City,Jersey City,GPE,0.16818182,0.37727273,en,1.00000000,,-1,,,,,,
Oklahoma City,Oklahoma City,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the Northwest Territories,the Northwest Territories,GPE,-0.01250000,0.06250000,en,1.00000000,,-1,,,,,,
Atlantic Canada,Atlantic Canada,LOC,-0.01250000,0.06250000,en,1.00000000,,-1,,,,,,
U.S.A,U.S.A,GPE,0.50000000,1.00000000,en,1.00000000,,-1,,,,,,
Rudraprayag,Rudraprayag,GPE,-0.10000000,0.41250000,en,1.00000000,,-1,,,,,,
Alameda,Alameda,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Metro Vancouver,Metro Vancouver,GPE,0.21666667,0.40000000,en,1.00000000,,-1,,,,,,
Hsiang,Hsiang,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Heat Pumps,Heat Pumps,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Kadenge Ratuoro,Kadenge Ratuoro,GPE,0.18333333,0.38333333,en,1.00000000,,-1,,,,,,
Siaya County,Siaya County,GPE,0.18333333,0.38333333,en,1.00000000,,-1,,,,,,
Vic,Vic,GPE,0.50000000,1.00000000,en,1.00000000,4294389-9,3106050,X,41.93012000,2.25485900,EUROPE-AFRICA,Spain,MED
SA,SA,GPE,0.50000000,1.00000000,en,1.00000000,,-1,,,,,,
southern states,southern states,LOC,-0.01666667,0.41666667,en,1.00000000,,-1,,,,,,
Australias,Australias,GPE,-0.43750000,0.55000000,en,1.00000000,,-1,,,,,,
East West,East West,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
South Austra,South Austra,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Queen West,Queen West,GPE,0.19681818,0.65272727,en,1.00000000,,-1,,,,,,
Marble Bar,Marble Bar,LOC,0.50000000,0.50000000,en,1.00000000,,-1,,,,,,
Bay heat,Bay heat,LOC,0.06250000,0.92500000,en,1.00000000,,-1,,,,,,
Hawkes Bay,Hawkes Bay,LOC,0.16666667,0.56666667,en,1.00000000,,-1,,,,,,
Hastings,Hastings,GPE,0.16666667,0.56666667,en,1.00000000,4023626-2,2647356,X,50.85519000,0.57292000,EUROPE,,NEU
the U.S. South,the U.S. South,LOC,0.50000000,0.50000000,en,1.00000000,,-1,,,,,,
Murray River,Murray River,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Malvern Gardens,Malvern Gardens,LOC,0.22500000,0.40000000,en,1.00000000,,-1,,,,,,
microplastic,microplastic,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Whitstable,Whitstable,GPE,0.50000000,0.75000000,en,1.00000000,4751889-3,2634021,X,51.36070000,1.02570000,EUROPE,,NEU
Hiroshima,Hiroshima,GPE,0.10000000,0.32222222,en,1.00000000,,-1,,,,,,
the Northwest Pacific,the Northwest Pacific,LOC,0.00000000,1.00000000,en,1.00000000,,-1,,,,,,
Tulare Lake,Tulare Lake,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Tallaght,Tallaght,GPE,-0.02500000,0.45833333,en,1.00000000,7626875-5,2961284,X,53.28589900,-6.37344000,EUROPE,Ireland,NEU
oscillationsrecurring,oscillationsrecurring,GPE,0.30000000,0.45000000,en,1.00000000,,-1,,,,,,
the Appalachian Mountains,the Appalachian Mountains,LOC,0.19062500,0.57812500,en,1.00000000,,-1,,,,,,
Belem,Belem,GPE,0.03750000,0.23750000,en,1.00000000,,-1,,,,,,
P.,P.,GPE,-0.20000000,0.30000000,en,1.00000000,,-1,,,,,,
Salisbury,Salisbury,GPE,-0.20000000,0.30000000,en,1.00000000,4118286-8,2638664,X,51.06931000,-1.79569000,EUROPE,United Kingdom,NEU
Birkenstocks Arizona,Birkenstocks Arizona,GPE,0.60000000,0.60000000,en,1.00000000,,-1,,,,,,
the Gulf Stream,the Gulf Stream,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
TN,TN,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Parramatta,Parramatta,GPE,0.07727273,0.37757576,en,1.00000000,,-1,,,,,,
Newport,Newport,GPE,0.16666667,0.33333333,en,1.00000000,,-1,,,,,,
West Africa,West Africa,GPE,0.24500000,0.67000000,en,1.00000000,,-1,,,,,,
TOKYO,TOKYO,GPE,-0.24000000,0.42000000,en,1.00000000,,-1,,,,,,
Boreal Mountain,Boreal Mountain,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Cal,Cal,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the Mediterranean basin,the Mediterranean basin,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Northern Indiana,Northern Indiana,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
New York Unheated,New York Unheated,GPE,0.13636364,0.45454545,en,1.00000000,,-1,,,,,,
Yuan,Yuan,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Santa,Santa,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Santa Claus,Santa Claus,GPE,0.25000000,0.85000000,en,1.00000000,,-1,,,,,,
The Atacama Desert,The Atacama Desert,LOC,0.36666667,0.75000000,en,1.00000000,,-1,,,,,,
Salem,Salem,GPE,0.00000000,0.25000000,en,1.00000000,4051359-2,6639586,X,47.76250000,9.29027700,EUROPE,Germany,WCE
North Vancouver,North Vancouver,GPE,-0.07777778,0.14444444,en,1.00000000,4727227-2,6090785,X,49.31636000,-123.06933900,NORTH-AMERICA,Canada,WNA
Alexandra,Alexandra,GPE,0.08385522,0.50772727,en,1.00000000,,-1,,,,,,
Somerville,Somerville,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Syria,Syria,GPE,0.13333333,0.46666667,en,1.00000000,4058794-0,163843,X,35.00000000,38.00000000,EUROPE-AFRICA,Syria,MED
Sicily,Sicily,GPE,0.13333333,0.46666667,en,1.00000000,,-1,,,,,,
NSW,NSW,GPE,0.14285714,0.23809524,en,1.00000000,,-1,,,,,,
North Queensland,North Queensland,GPE,0.16666667,0.18888889,en,1.00000000,,-1,,,,,,
Territory,Territory,LOC,0.19166667,0.30833333,en,1.00000000,,-1,,,,,,
Nipah,Nipah,GPE,-0.14090909,0.28030303,en,1.00000000,,-1,,,,,,
Vietnam,Vietnam,GPE,-0.14090909,0.28030303,en,1.00000000,4063514-4,1562822,X,16.16666900,107.83333000,ASIA,Vietnam,SEA
Kwara,Kwara,GPE,-0.20000000,0.40000000,en,1.00000000,,-1,,,,,,
North Americas,North Americas,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Ballarat,Ballarat,GPE,-0.25000000,0.25000000,en,1.00000000,,-1,,,,,,
Bamganie,Bamganie,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Mo,Mo,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
KYIV,KYIV,GPE,-0.01111111,0.40277778,en,1.00000000,,-1,,,,,,
Chico,Chico,GPE,0.05000000,0.28333333,en,1.00000000,,-1,,,,,,
Urgaonkar,Urgaonkar,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Rockwall,Rockwall,GPE,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
Md.,Md.,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
arctic,arctic,LOC,-0.30000000,0.52500000,en,1.00000000,,-1,,,,,,
Coral,Coral,LOC,0.10119048,0.49166667,en,1.00000000,,-1,,,,,,
western Türkiye,western Türkiye,LOC,0.09500000,0.35666667,en,1.00000000,,-1,,,,,,
electromagn,electromagn,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Minneapolis,Minneapolis,GPE,0.13333333,0.46666667,en,1.00000000,,-1,,,,,,
"the Winter Outside
","the Winter Outside
",LOC,0.19444444,0.57777778,en,1.00000000,,-1,,,,,,
Otways,Otways,GPE,-0.30000000,0.40000000,en,1.00000000,,-1,,,,,,
Tottenham,Tottenham,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Cerave,Cerave,GPE,0.75000000,0.40000000,en,1.00000000,,-1,,,,,,
Orion,Orion,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Bahamas,Bahamas,GPE,0.18418367,0.41360544,en,1.00000000,4069081-7,3572887,X,25.04082000,-77.37121900,NORTH-AMERICA,Bahamas,ENA
"Alamy
","Alamy
",LOC,0.18418367,0.41360544,en,1.00000000,,-1,,,,,,
the New South Wales coast,the New South Wales coast,LOC,-0.12272727,0.43090909,en,1.00000000,,-1,,,,,,
Qld,Qld,GPE,-0.05000000,0.40000000,en,1.00000000,,-1,,,,,,
souther,souther,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Kharkiv,Kharkiv,GPE,0.05000000,0.15000000,en,1.00000000,4009782-1,706483,X,49.98080900,36.25271900,EUROPE,Ukraine,WCE
Melbourne Park,Melbourne Park,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Burnley,Burnley,GPE,0.00000000,0.00000000,en,1.00000000,4354389-3,2654264,X,53.79999900,-2.23333000,EUROPE,United Kingdom,NEU
Alpine ven,Alpine ven,GPE,-0.21666667,0.75000000,en,1.00000000,,-1,,,,,,
the Murray River,the Murray River,LOC,-0.35000000,0.60000000,en,1.00000000,,-1,,,,,,
SALT LAKE CITY,SALT LAKE CITY,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
New Brunswick,New Brunswick,GPE,0.21212121,0.40151515,en,1.00000000,,-1,,,,,,
Wuthering Heights,Wuthering Heights,GPE,-0.20000000,0.75000000,en,1.00000000,,-1,,,,,,
NC,NC,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
South Australia Towns,South Australia Towns,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
WELLINGTON,WELLINGTON,GPE,0.11818182,0.42727273,en,1.00000000,,-1,,,,,,
Walpeup,Walpeup,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Austral,Austral,LOC,0.12500000,0.26250000,en,1.00000000,,-1,,,,,,
Toberer,Toberer,GPE,-0.30000000,0.40000000,en,1.00000000,,-1,,,,,,
Valley,Valley,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
protecti,protecti,GPE,0.21428571,0.42857143,en,1.00000000,,-1,,,,,,
"AU$1,300","AU$1,300",GPE,0.21111111,0.54444444,en,1.00000000,,-1,,,,,,
Attic… Rain,Attic… Rain,LOC,-0.20000000,0.29166667,en,1.00000000,,-1,,,,,,
Ambolimailaky,Ambolimailaky,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
RICHMOND,RICHMOND,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Va.,Va.,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Williams,Williams,GPE,0.03333333,0.35000000,en,1.00000000,,-1,,,,,,
Central Iowa,Central Iowa,LOC,0.12500000,0.29166667,en,1.00000000,,-1,,,,,,
Brisbane/,Brisbane/,GPE,-0.60000000,0.70000000,en,1.00000000,,-1,,,,,,
Meanjin,Meanjin,GPE,-0.60000000,0.70000000,en,1.00000000,,-1,,,,,,
Key Largo,Key Largo,LOC,0.03333333,0.50000000,en,1.00000000,,-1,,,,,,
the Blue Ridge,the Blue Ridge,LOC,0.00000000,0.10000000,en,1.00000000,,-1,,,,,,
Imperial Valley,Imperial Valley,LOC,0.17708333,0.42083333,en,1.00000000,,-1,,,,,,
CHARLESTON,CHARLESTON,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
S.C.,S.C.,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Afghanistan,Afghanistan,GPE,0.03809524,0.47619048,en,1.00000000,4000687-6,1149361,X,33.00000000,66.00000000,ASIA,Afghanistan,WCA
San Bernardino C,San Bernardino C,GPE,-0.20000000,0.30000000,en,1.00000000,,-1,,,,,,
Misso…,Misso…,GPE,0.17045455,0.53484848,en,1.00000000,,-1,,,,,,
Southern Hemispheres,Southern Hemispheres,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
McDowell County,McDowell County,GPE,0.08000000,0.30333333,en,1.00000000,,-1,,,,,,
New Hope,New Hope,GPE,0.11818182,0.42727273,en,1.00000000,,-1,,,,,,
East Colfax,East Colfax,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Colfax,Colfax,GPE,0.50000000,0.50000000,en,1.00000000,,-1,,,,,,
Darby Allin,Darby Allin,GPE,-0.32500000,0.70625000,en,1.00000000,,-1,,,,,,
Roman,Roman,GPE,-0.40000000,0.55000000,en,1.00000000,,-1,,,,,,
Nanaimo,Nanaimo,GPE,0.06111111,0.48333333,en,1.00000000,,-1,,,,,,
Reborn,Reborn,GPE,-0.26666667,0.30000000,en,1.00000000,,-1,,,,,,
tRNAs,tRNAs,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Wyncote,Wyncote,GPE,0.25000000,0.50000000,en,1.00000000,,-1,,,,,,
Pa.,Pa.,GPE,0.25000000,0.50000000,en,1.00000000,,-1,,,,,,
Kimberley,Kimberley,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Bogar AR,Bogar AR,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Mongolia,Mongolia,GPE,0.45000000,0.62500000,en,1.00000000,,-1,,,,,,
BRUSSELS,BRUSSELS,GPE,0.09166667,0.45000000,en,1.00000000,,-1,,,,,,
commande,commande,GPE,0.06875000,0.40000000,en,1.00000000,,-1,,,,,,
Hunan,Hunan,GPE,-0.14285714,0.35714286,en,1.00000000,,-1,,,,,,
Cybertruck,Cybertruck,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the north Pacific,the north Pacific,LOC,0.25000000,0.85000000,en,1.00000000,,-1,,,,,,
Marseille,Marseille,GPE,0.50000000,0.50000000,en,1.00000000,4037694-1,2995469,X,43.29695000,5.38107000,EUROPE-AFRICA,France,MED
STAMFORD,STAMFORD,GPE,-0.30000000,0.50000000,en,1.00000000,,-1,,,,,,
New Orleans Saints,New Orleans Saints,LOC,0.06818182,0.22727273,en,1.00000000,,-1,,,,,,
UNITED STATES,UNITED STATES,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Pacific Palisades,Pacific Palisades,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Abilene,Abilene,GPE,-0.10000000,0.10000000,en,1.00000000,,-1,,,,,,
Immokalee,Immokalee,GPE,0.17142857,0.55714286,en,1.00000000,,-1,,,,,,
Yorkshire Water,Yorkshire Water,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
St. Louis',St. Louis',GPE,-0.03888889,0.66666667,en,1.00000000,,-1,,,,,,
Aurora,Aurora,GPE,0.16666667,0.46666667,en,1.00000000,,-1,,,,,,
barbecue,barbecue,GPE,0.16666667,0.46666667,en,1.00000000,,-1,,,,,,
landfalling Atlantic,landfalling Atlantic,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Bollywood,Bollywood,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the Sonoran Desert,the Sonoran Desert,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
recombinases,recombinases,GPE,0.00000000,0.10000000,en,1.00000000,,-1,,,,,,
TALLAHASSEE,TALLAHASSEE,GPE,0.32323232,0.65151515,en,1.00000000,,-1,,,,,,
Malaysia,Malaysia,GPE,0.40000000,0.40000000,en,1.00000000,4037203-0,1733045,X,2.50000000,112.50000000,ASIA,Malaysia,SEA
Philly,Philly,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Baja,Baja,GPE,0.16727273,0.35590909,en,1.00000000,,-1,,,,,,
ATHENS,ATHENS,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
MUMBAI,MUMBAI,GPE,0.08000000,0.27000000,en,1.00000000,,-1,,,,,,
Bombay,Bombay,GPE,0.08000000,0.27000000,en,1.00000000,4007629-5,1275339,X,19.07282900,72.88260900,ASIA,India,SAS
Kastellorizo,Kastellorizo,LOC,0.10000000,0.53333333,en,1.00000000,4115076-4,257079,X,36.14222200,29.58138800,EUROPE-AFRICA,Greece,MED
Honolulu,Honolulu,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
vermút,vermút,GPE,0.20000000,0.30000000,en,1.00000000,,-1,,,,,,
Jacksonville,Jacksonville,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
JACKSONVILLE,JACKSONVILLE,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Arctic National Wildlife Refug,Arctic National Wildlife Refug,LOC,0.00000000,0.05000000,en,1.00000000,,-1,,,,,,
Arctic National Wildlife Refuge,Arctic National Wildlife Refuge,LOC,0.00000000,0.05000000,en,1.00000000,,-1,,,,,,
Shinozaki K,Shinozaki K,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the mediterranean sea,the mediterranean sea,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the South Pole Basin,the South Pole Basin,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Manchester United,Manchester United,GPE,-0.05000000,0.08125000,en,1.00000000,,-1,,,,,,
LOUISVILLE,LOUISVILLE,GPE,-0.10000000,0.20000000,en,1.00000000,,-1,,,,,,
Kan.,Kan.,GPE,-0.10000000,0.51666667,en,1.00000000,,-1,,,,,,
recordis,recordis,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the east bank,the east bank,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Va,Va,GPE,0.17532468,0.54870130,en,1.00000000,,-1,,,,,,
Central Switzerland,Central Switzerland,LOC,0.13333333,0.48333333,en,1.00000000,,-1,,,,,,
Santa Maria,Santa Maria,GPE,-0.17777778,0.48333333,en,1.00000000,,-1,,,,,,
St. Regis,St. Regis,GPE,-0.02121212,0.78484848,en,1.00000000,,-1,,,,,,
Capricornia,Capricornia,LOC,0.06818182,0.35227273,en,1.00000000,,-1,,,,,,
Mackay,Mackay,GPE,0.06818182,0.35227273,en,1.00000000,,-1,,,,,,
the Central Highlands,the Central Highlands,LOC,0.06818182,0.35227273,en,1.00000000,,-1,,,,,,
Bethany,Bethany,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Jordan,Jordan,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the Jordan River,the Jordan River,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
turkey,turkey,GPE,-0.15625000,0.71875000,en,1.00000000,,-1,,,,,,
Philippines,Philippines,GPE,0.16666667,0.33333333,en,1.00000000,4045771-0,1694008,X,13.00000000,122.00000000,ASIA,,SEA
EPCOT,EPCOT,GPE,0.50000000,0.20000000,en,1.00000000,,-1,,,,,,
Tarquinia,Tarquinia,GPE,0.00000000,0.00000000,en,1.00000000,4105777-6,3165919,X,42.25419000,11.75657000,EUROPE-AFRICA,Italy,MED
Acapulco,Acapulco,GPE,-0.15555556,0.28888889,en,1.00000000,,-1,,,,,,
Flemington,Flemington,GPE,0.12500000,0.31111111,en,1.00000000,,-1,,,,,,
South Africa,South Africa,GPE,0.00000000,1.00000000,en,1.00000000,4078012-0,953987,X,-29.00000000,24.00000000,AFRICA,South Africa,WSAF
Adriatic,Adriatic,LOC,0.42500000,0.50000000,en,1.00000000,,-1,,,,,,
Georgetown,Georgetown,GPE,-0.20000000,0.75000000,en,1.00000000,,-1,,,,,,
chile,chile,GPE,0.37500000,0.50000000,en,1.00000000,,-1,,,,,,
N.Y.,N.Y.,GPE,0.13636364,0.45454545,en,1.00000000,,-1,,,,,,
Mount,Mount,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
District,District,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Bermuda,Bermuda,LOC,0.18222222,0.41777778,en,1.00000000,4005759-8,3573345,X,32.33332900,-64.75000000,ATLANTIC,,NAO
La Jolla,La Jolla,GPE,-0.12500000,0.20000000,en,1.00000000,,-1,,,,,,
proprietar,proprietar,GPE,0.60000000,0.60000000,en,1.00000000,,-1,,,,,,
Correntina,Correntina,GPE,0.00000000,0.12500000,en,1.00000000,,-1,,,,,,
Attica,Attica,GPE,0.05100000,0.32400000,en,1.00000000,,-1,,,,,,
Nigerias,Nigerias,GPE,-0.06666667,0.60000000,en,1.00000000,,-1,,,,,,
Alibaba,Alibaba,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the Sunset Strip,the Sunset Strip,LOC,-0.04242424,0.53636364,en,1.00000000,,-1,,,,,,
the Northwest US,the Northwest US,LOC,0.00000000,0.70000000,en,1.00000000,,-1,,,,,,
butte,butte,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
South Texas,South Texas,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Greater Toronto Area,Greater Toronto Area,LOC,0.33750000,0.60833333,en,1.00000000,,-1,,,,,,
26C sunshine,26C sunshine,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Caribbean Sea,Caribbean Sea,LOC,-0.16666667,0.16666667,en,1.00000000,,-1,,,,,,
the Indian Ocean,the Indian Ocean,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Deep Ocean Multi,Deep Ocean Multi,LOC,-0.03333333,0.21428571,en,1.00000000,,-1,,,,,,
Earth System (DOMES,Earth System (DOMES,LOC,-0.03333333,0.21428571,en,1.00000000,,-1,,,,,,
Qingdao,Qingdao,GPE,-0.03333333,0.21428571,en,1.00000000,4061118-8,1797929,X,36.09861000,120.37193900,ASIA,China,EAS
Mistral AI,Mistral AI,GPE,0.50000000,0.75000000,en,1.00000000,,-1,,,,,,
This California City,This California City,GPE,0.37500000,0.50000000,en,1.00000000,,-1,,,,,,
Berkeley,Berkeley,GPE,0.20000000,0.30000000,en,1.00000000,,-1,,,,,,
IRVING,IRVING,GPE,0.04318182,0.42727273,en,1.00000000,,-1,,,,,,
Microplastic,Microplastic,LOC,0.10795455,0.43623737,en,1.00000000,,-1,,,,,,
Bangalore,Bangalore,GPE,0.43333333,0.83333333,en,1.00000000,4004431-2,1277333,X,12.97194000,77.59368900,ASIA,India,SAS
B.C.s South Coast,B.C.s South Coast,LOC,0.60000000,0.60000000,en,1.00000000,,-1,,,,,,
the South Pole's,the South Pole's,LOC,0.12500000,0.57500000,en,1.00000000,,-1,,,,,,
Bajto village,Bajto village,GPE,-0.03333333,0.13333333,en,1.00000000,,-1,,,,,,
Nagpur,Nagpur,GPE,-0.06250000,0.18750000,en,1.00000000,4041149-7,1262180,X,21.14999900,79.09999900,ASIA,India,SAS
sal,sal,GPE,0.41666667,0.50000000,en,1.00000000,,-1,,,,,,
East Pakistan,East Pakistan,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Akola,Akola,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Beaverbrook,Beaverbrook,GPE,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
Surrey,Surrey,GPE,0.10000000,0.40000000,en,1.00000000,4118910-3,2636512,X,51.25000000,-0.33333300,EUROPE,United Kingdom,NEU
the Pacific Oppressive,the Pacific Oppressive,LOC,0.04694444,0.56972222,en,1.00000000,,-1,,,,,,
Odi,Odi,GPE,0.06818182,0.22727273,en,1.00000000,,-1,,,,,,
del… New Delhi,del… New Delhi,GPE,0.00568182,0.72727273,en,1.00000000,,-1,,,,,,
Patagonia,Patagonia,GPE,0.06220238,0.53392857,en,1.00000000,,-1,,,,,,
